id,team,ord,pos,PA,AB,H,BB,R,RBI,K,1B,2B,3B,HR,HBP,SB,CS,IBB,GIDP,INT,SH,SF
javis001,0,1,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marta001,0,2,7,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
camem001,0,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodra001,0,3,6,5,5,4,0,2,2,1,1,2,0,1,0,0,0,0,0,0,0,0
marte001,0,4,10,5,4,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
olerj001,0,5,3,4,3,2,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0
ibanr001,0,6,9,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
guilc001,0,7,5,4,2,1,2,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
mclem001,0,8,4,4,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
wilsd001,0,9,2,3,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
buhnj001,0,9,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
olivj001,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knobc001,1,1,10,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
jeted001,1,2,6,5,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
justd001,1,3,7,5,5,2,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0
bellc001,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willb002,1,4,8,5,4,3,1,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0
martt002,1,5,3,5,4,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
posaj001,1,6,2,4,3,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0
oneip001,1,7,9,4,4,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
sojol001,1,8,4,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bross001,1,9,5,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vizcj001,1,9,11,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
